registrationdate,catottg_region,region,legalform,area,animal,giftamount,cntuser
2021-04-11,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,278.2882,0,0,1
2021-04-09,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,994.6803999999995,0,0,1
2021-04-08,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,ФОП,1.9694,0,0,1
2021-04-08,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,32.837299999999985,0,0,1
2021-04-07,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,11.7212,0,0,1
2021-03-29,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2021-03-24,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,183.67249999999999,0,0,1
2021-03-22,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,1688.3947999999973,0,0,1
2021-03-21,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Фізична особа,2.7601,0,0,1
2021-03-19,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,1531.7988,0,0,1
2021-03-18,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,5321.265400000006,0,0,1
2021-03-17,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,30.1291,0,0,1
2021-03-15,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Фізична особа,6.3770999999999995,0,0,1
2021-03-02,UA05000000000010236,ВІННИЦЬКА ОБЛАСТЬ,Юридична особа,236.26610000000008,0,0,1
2021-03-01,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,ФОП,172.8672,0,0,1
2021-02-23,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,4464.569999999995,0,0,1
2021-02-23,UA80000000000093317,М. КИЇВ,ФОП,0.0,0,0,1
2021-02-22,UA26000000000069363,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Фізична особа,0.0,0,0,1
2021-02-22,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Фізична особа,2.0,0,0,1
2021-02-22,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,250.7212,0,0,1
2021-02-22,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,1850.0920000000017,0,0,1
2021-02-21,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,Фізична особа,6.1654,0,0,1
2021-02-19,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,ФОП,2.1,0,0,1
2021-02-19,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,19.9984,0,0,1
2021-02-18,UA74000000000025378,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Юридична особа,887.0265000000002,0,0,1
2021-02-16,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,ФОП,8.215,0,0,1
2021-02-16,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,1.99,0,0,1
2021-02-16,UA80000000000093317,М. КИЇВ,Юридична особа,45.7087,0,0,1
2021-02-09,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,9.2198,0,0,1
2021-02-09,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Фізична особа,2.1035,0,0,1
2021-02-07,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,ФОП,44.4655,0,1268,1
2021-02-06,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,96.34380000000003,0,0,1
2021-02-04,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Фізична особа,3.6444,0,0,1
2021-02-04,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2021-02-02,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,ФОП,13.3584,0,0,1
2021-02-02,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,17.1496,0,0,1
2021-01-31,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,244.11320000000003,0,0,1
2021-01-27,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,96.26869999999998,0,0,1
2021-01-27,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,Юридична особа,3123.5878499999926,1,0,1
2021-01-22,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,ФОП,0.1,0,0,1
2021-01-22,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,4365.124499999996,0,0,1
2021-01-22,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,1179.5816000000013,0,0,1
2021-01-21,UA18000000000041385,ЖИТОМИРСЬКА ОБЛАСТЬ,Юридична особа,608.2436,0,0,1
2021-01-19,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,ФОП,6.3384,0,0,1
2021-01-19,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,143.78309999999996,0,0,1
2021-01-19,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Фізична особа,0.07,0,0,1
2021-01-18,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,86.39,0,0,1
2021-01-15,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2021-01-14,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,644.6247999999998,0,0,1
2021-01-12,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,2324.1591999999996,0,0,1
2021-01-10,UA18000000000041385,ЖИТОМИРСЬКА ОБЛАСТЬ,Юридична особа,111.5241,1,0,1
2021-01-09,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,76.65739999999995,0,0,1
2021-01-07,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,ФОП,101.98690000000002,0,0,1
2021-01-06,UA05000000000010236,ВІННИЦЬКА ОБЛАСТЬ,Юридична особа,1847.1138999999998,0,0,1
2021-01-06,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,19.577299999999997,0,0,1
2021-01-05,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,870.7625,0,0,1
2021-01-05,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,68.294,0,0,2
2021-01-01,UA80000000000093317,М. КИЇВ,Юридична особа,0.0,0,0,1
2021-01-01,,Не визначений,Фізична особа,0.0,0,0,1
2021-01-01,,Не визначений,Юридична особа,0.0,0,0,1
2020-12-31,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,2674.3624000000004,0,0,1
2020-12-30,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,10.642700000000001,0,0,1
2020-12-28,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,44.9486,0,0,1
2020-12-28,UA26000000000069363,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Юридична особа,14.3569,0,0,1
2020-12-27,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,ФОП,18.8777,0,0,1
2020-12-27,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,ФОП,51.950100000000006,0,0,1
2020-12-27,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,111.87370000000001,0,0,1
2020-12-25,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,36.0,0,0,1
2020-12-24,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,2930.8367999999996,0,0,8
2020-12-23,UA05000000000010236,ВІННИЦЬКА ОБЛАСТЬ,Юридична особа,503.7856000000001,0,0,1
2020-12-23,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Фізична особа,0.0,0,0,1
2020-12-23,UA74000000000025378,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Фізична особа,2.1,0,0,1
2020-12-22,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,65.2472,0,0,1
2020-12-17,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,132.29330000000002,0,0,1
2020-12-17,UA80000000000093317,М. КИЇВ,Юридична особа,43.2361,0,0,1
2020-12-08,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,425.5459999999999,0,0,1
2020-12-06,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,682.6109999999996,0,0,1
2020-12-04,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2020-12-04,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,123.9913,0,0,1
2020-12-04,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,105.39390000000002,0,0,1
2020-12-03,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Фізична особа,1.5,0,0,1
2020-11-23,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,Юридична особа,2030.2375999999906,0,0,1
2020-11-20,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,4080.0,0,0,1
2020-11-19,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2020-11-18,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,51.8463,0,0,2
2020-11-16,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,1195.1612833333343,0,0,1
2020-11-12,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,91.81350000000002,0,0,1
2020-11-06,UA05000000000010236,ВІННИЦЬКА ОБЛАСТЬ,Юридична особа,773.8863,0,0,2
2020-11-05,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,1380.7656000000015,0,0,1
2020-10-27,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,ФОП,299.4252000000001,0,0,1
2020-10-27,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Юридична особа,10.8743,0,0,1
2020-10-20,UA21000000000011690,ЗАКАРПАТСЬКА ОБЛАСТЬ,Юридична особа,53.064,0,0,1
2020-10-19,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Юридична особа,279.21270000000015,0,0,1
2020-10-16,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,2131.331699999998,0,0,1
2020-10-16,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,53.0,0,0,1
2020-10-15,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,2728.208699999995,0,0,6
2020-10-15,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,619.9167999999999,0,0,1
2020-10-13,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2020-10-13,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,6890.613,0,0,6
2020-10-13,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2020-10-13,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,ФОП,939.5278000000004,0,0,1
2020-10-13,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,49.9951,0,0,1
2020-10-13,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Фізична особа,0.0,0,0,1
2020-10-12,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Фізична особа,9.1765,0,0,2
2020-10-12,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,1453.7958000000008,0,0,2
2020-10-12,,Не визначений,Фізична особа,217.2996,0,0,1
2020-10-09,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,1129.0563279999997,0,0,3
2020-10-09,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,2
2020-10-08,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,8450.110300000002,4,0,5
2020-10-07,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,39.9843,0,0,1
2020-10-06,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,1808.5076999999997,0,0,1
2020-10-06,UA56000000000066151,РІВНЕНСЬКА ОБЛАСТЬ,Юридична особа,119.82390000000001,0,0,1
2020-10-05,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,1142.7465999999988,0,0,1
2020-10-02,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Фізична особа,0.0975,0,0,1
2020-10-01,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,185.2012,0,0,2
2020-10-01,UA14000000000091971,ДОНЕЦЬКА ОБЛАСТЬ,Юридична особа,462.20000000000005,0,0,1
2020-10-01,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,ФОП,7.2196,23,259000,1
2020-10-01,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,577.9067,0,0,2
2020-09-30,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,ФОП,20.9,0,0,1
2020-09-30,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,448.84349999999984,0,0,1
2020-09-29,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,42.7197,0,0,1
2020-09-29,UA14000000000091971,ДОНЕЦЬКА ОБЛАСТЬ,Юридична особа,897.6403000000006,0,0,4
2020-09-28,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,80.5889,0,0,1
2020-09-26,UA26000000000069363,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Юридична особа,17.5715,0,0,1
2020-09-26,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Юридична особа,218.82499999999996,0,0,1
2020-09-24,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,2062.932699999999,0,0,4
2020-09-24,UA14000000000091971,ДОНЕЦЬКА ОБЛАСТЬ,Юридична особа,1083.7071000000003,0,0,2
2020-09-24,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,ФОП,138.299,0,0,1
2020-09-24,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,1450.2729,0,0,2
2020-09-22,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Фізична особа,5.15,0,0,1
2020-09-22,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,3933.2773000000034,0,0,1
2020-09-22,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,155.84330000000003,0,0,1
2020-09-21,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,266.37589999999994,0,0,1
2020-09-20,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,80.70810000000002,0,0,1
2020-09-18,UA14000000000091971,ДОНЕЦЬКА ОБЛАСТЬ,Юридична особа,47.4618,0,0,1
2020-09-18,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,ФОП,434.69700000000006,0,0,1
2020-09-18,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,521.7458999999999,0,0,3
2020-09-17,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,89.99970000000016,0,0,1
2020-09-16,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Фізична особа,0.0,0,0,1
2020-09-16,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Юридична особа,10446.25689999998,0,0,1
2020-09-16,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,221.49259999999998,0,0,1
2020-09-16,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,934.2309999999999,0,0,1
2020-09-16,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,510.95629999999994,0,0,1
2020-09-15,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,2011.673200000004,0,0,1
2020-09-15,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,99.05859999999997,0,0,1
2020-09-14,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,758.6031999999997,0,0,1
2020-09-14,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,255.43240000000003,0,0,1
2020-09-11,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,312.6204,0,0,1
2020-09-11,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,203.14667499999996,0,0,1
2020-09-10,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,Юридична особа,964.4762999999999,0,0,1
2020-09-10,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Юридична особа,120.51609999999998,0,0,1
2020-09-10,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,271.4824,0,0,1
2020-09-09,UA14000000000091971,ДОНЕЦЬКА ОБЛАСТЬ,Юридична особа,153.3514,0,0,1
2020-09-08,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,ФОП,100.86170000000001,0,0,1
2020-09-07,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Фізична особа,0.0,0,0,1
2020-09-07,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Фізична особа,5.5504999999999995,0,0,1
2020-09-04,UA14000000000091971,ДОНЕЦЬКА ОБЛАСТЬ,Юридична особа,8.462900000000001,0,0,1
2020-09-04,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Юридична особа,2.7311,0,0,1
2020-09-02,UA12000000000090473,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Фізична особа,2.0,0,0,1
2020-08-27,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,Юридична особа,199.7676,0,0,1
2020-08-26,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,ФОП,20.400100000000002,5,0,1
2020-08-25,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,1273.6661000000008,0,0,1
2020-08-06,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,16.732300000000002,0,0,1
2020-07-31,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,948.5985,0,0,1
2020-07-28,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,ФОП,0.6,0,0,1
2020-07-21,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,5.6544,0,0,1
2020-07-21,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Фізична особа,200.0,0,0,1
2020-07-14,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,3395.6311999999934,1419,90,1
2020-06-23,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,257.8669,0,0,1
2020-06-22,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,Юридична особа,131.7445,0,0,1
2020-06-12,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,19.4253,0,0,1
2020-06-01,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,255.79909999999995,0,0,1
2020-05-30,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Юридична особа,306.4671999999998,0,0,1
2020-05-28,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,952.1036000000003,0,0,1
2020-05-26,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,135.1955,0,0,1
2020-05-18,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,1579.3187000000003,0,0,1
2020-05-15,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,Юридична особа,1325.2045999999993,0,0,1
2020-05-13,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,Фізична особа,2.5953999999999997,0,0,1
2020-05-12,UA80000000000093317,М. КИЇВ,Фізична особа,5.257099999999999,0,0,1
2020-04-30,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,20.579899999999995,0,0,1
2020-04-29,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,70.5059,0,0,1
2020-04-23,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Фізична особа,12.3278,0,0,1
2020-04-22,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,225.39849999999993,0,0,1
2020-04-22,UA80000000000093317,М. КИЇВ,ФОП,0.154,0,0,1
2020-04-21,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,481.54670000000004,0,0,3
2020-04-18,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,63.370000000000005,0,0,1
2020-04-15,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,89.4556,0,0,1
2020-04-15,UA59000000000057109,СУМСЬКА ОБЛАСТЬ,Юридична особа,429.1884,0,0,1
2020-04-13,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,783.6817000000003,0,0,1
2020-04-10,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,324.33740000000006,0,0,1
2020-04-08,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,14.5768,0,0,1
2020-04-07,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,69.1547,0,0,1
2020-04-06,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,3129.239299999999,0,0,1
2020-04-01,UA23000000000064947,ЗАПОРІЗЬКА ОБЛАСТЬ,Юридична особа,486.2477,0,0,1
2020-03-31,UA05000000000010236,ВІННИЦЬКА ОБЛАСТЬ,Юридична особа,1230.3347000000006,0,0,1
2020-03-31,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,0.0,0,0,1
2020-03-27,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Фізична особа,0.0,0,0,1
2020-03-27,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,45.6238,0,0,1
2020-03-26,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,430.1987000000001,0,0,1
2020-03-24,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,4381.774599999998,0,0,2
2020-03-23,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,677.376,0,0,2
2020-03-23,UA61000000000060328,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Юридична особа,4710.862300000003,0,0,1
2020-03-22,UA56000000000066151,РІВНЕНСЬКА ОБЛАСТЬ,Юридична особа,2210.418400000001,0,0,2
2020-03-20,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,589.6520999999998,0,0,1
2020-03-20,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,127.3245,0,0,2
2020-03-19,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Фізична особа,2.0,0,0,1
2020-03-18,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,945.2705000000003,0,0,1
2020-03-15,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,1363.750899999999,0,0,2
2020-03-15,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,20.0,0,0,1
2020-03-13,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,964.1029999999996,0,145000,2
2020-03-13,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,64.9212,0,0,1
2020-03-13,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,3.9684000000000004,0,0,1
2020-03-12,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,372.1352999999999,0,0,3
2020-03-12,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,1151.2906999999998,0,0,1
2020-03-12,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,485.5199,0,0,1
2020-03-12,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,613.3281999999998,0,0,1
2020-03-11,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,5.18,0,0,1
2020-03-11,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,286.5621999999999,0,0,1
2020-03-11,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,ФОП,0.25,0,0,1
2020-03-11,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,2.0,0,0,1
2020-03-11,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Фізична особа,0.79,0,0,1
2020-03-11,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,ФОП,6.477600000000001,0,0,1
2020-03-11,UA48000000000039575,МИКОЛАЇВСЬКА ОБЛАСТЬ,Юридична особа,1525.896500000001,0,0,1
2020-03-11,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Фізична особа,8.8915,0,0,3
2020-03-11,UA80000000000093317,М. КИЇВ,Юридична особа,2.6283000000000003,0,0,1
2020-03-10,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,126.20860000000002,0,0,1
2020-03-10,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,Юридична особа,204.55870000000004,256,0,2
2020-03-10,UA51000000000030770,ОДЕСЬКА ОБЛАСТЬ,Юридична особа,166.7529,0,0,1
2020-03-10,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,Юридична особа,93.89099999999999,0,0,1
2020-03-09,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,1318.0873390000015,0,0,1
2020-03-08,UA53000000000028050,ПОЛТАВСЬКА ОБЛАСТЬ,Юридична особа,307.1566000000002,0,0,1
2020-03-07,UA63000000000041885,ХАРКІВСЬКА ОБЛАСТЬ,Юридична особа,226.7117,0,0,1
2020-03-05,UA32000000000030281,КИЇВСЬКА ОБЛАСТЬ,Юридична особа,1185.6953,0,0,1
2020-03-03,UA07000000000024379,ВОЛИНСЬКА ОБЛАСТЬ,Юридична особа,15.2234,0,0,1
